filename,mse,mae,psnr,ssim,lpips,inference_ms
000403.npy,0.004625545348972082,0.06154407560825348,23.348370306054484,0.7984458331857296,0.34179386496543884,145.5848000041442
002646.npy,0.00311732804402709,0.05008484423160553,25.062175028090515,0.8841912775087356,0.2730335295200348,146.12839999608696
002676.npy,0.003478855360299349,0.05110453814268112,24.585636091232725,0.6683466335778684,0.46166810393333435,123.23720000858884
002758.npy,0.006360079161822796,0.06327278912067413,21.965374697974944,0.25723829694902894,0.7455748915672302,99.65489999740385
000221.npy,0.005531257949769497,0.05281475931406021,22.571760804325898,0.6854797397630596,0.30032429099082947,137.15750000847038
001912.npy,0.00823428388684988,0.06882861256599426,20.843741740093364,0.7709791177526638,0.295576274394989,141.908899997361
001683.npy,0.0018494416726753116,0.02993037737905979,27.32959327194196,0.9225246903548311,0.07749694585800171,135.7267999992473
001734.npy,0.0005943919532001019,0.017312288284301758,32.25927075472701,0.8290894867968559,0.2923014760017395,127.15839999145828
001451.npy,0.002973450580611825,0.04729347676038742,25.26739248286074,0.8547437928504944,0.30225253105163574,193.2366999972146
001765.npy,0.002873649587854743,0.043462544679641724,25.415661888315228,0.4583540737164021,0.6533766388893127,138.78349999140482
002699.npy,0.004251460079103708,0.051282837986946106,23.714619234473613,0.33428062712146017,0.7859272956848145,118.44160000327975
000397.npy,0.010458063334226608,0.08977555483579636,19.805487354343832,0.32247289244447647,0.7413935661315918,158.6535999958869
000386.npy,0.005927011836320162,0.060230329632759094,22.271642070726124,0.40265941990669074,0.6569187641143799,145.50020000024233
000779.npy,0.008155535906553268,0.06637853384017944,20.885474632126154,0.42497587090500166,0.488620400428772,133.46589999855496
001667.npy,0.005129190161824226,0.052037470042705536,22.89951227755816,0.594127123327177,0.41422784328460693,165.3173000086099
001937.npy,0.004123610444366932,0.05170564353466034,23.847223807288355,0.30779475803786516,0.8468196988105774,157.55230000650045
000995.npy,0.0016151749296113849,0.033400826156139374,27.917804220214894,0.6848819133048057,0.5088320374488831,133.99410000420175
001936.npy,0.005546544678509235,0.06674298644065857,22.559774755329286,0.7012282157958895,0.3767460584640503,125.51129999337718
002360.npy,0.010710536502301693,0.0713212713599205,19.701887863011837,0.7055910572257712,0.2913298010826111,129.32059999729972
002338.npy,0.0028859323356300592,0.04322689771652222,25.39713838427199,0.45037041796672345,0.661699652671814,129.17660000675824
000541.npy,0.0014016195200383663,0.028912512585520744,28.533698693837323,0.8345238242206573,0.41012853384017944,123.5201999952551
002978.npy,0.0014354025479406118,0.026123644784092903,28.43026272725122,0.745014352927208,0.2967008054256439,145.2115000138292
000877.npy,0.0006169922417029738,0.01938956417143345,32.097202932704825,0.8779848191065788,0.31171613931655884,145.97840000351425
001988.npy,0.007398754823952913,0.0816769152879715,21.308413710109043,0.9553321062817574,0.09352396428585052,118.16530000942294
002740.npy,0.004030025564134121,0.049051932990550995,23.946921761799032,0.7885995340613974,0.27297645807266235,138.0459000065457
001140.npy,0.0023279134184122086,0.033017877489328384,26.330331974809937,0.7810023808610835,0.2824414372444153,122.10269999923185
000974.npy,0.0008723363862372935,0.02015930600464344,30.593160217098468,0.859245068876028,0.14726203680038452,125.1023999939207
