speckle_strength,images,mse,mae,psnr,ssim,mean_inference_ms,median_inference_ms
0.05,320,0.003348680952990435,0.03201853657228639,28.441456934289512,0.7371330571472094,12.869712499983166,12.049949999891396
0.1,320,0.003364671048598211,0.03221602231642464,28.373993373335225,0.7367050836305445,15.773682499991537,15.62785000032818
0.2,320,0.003442980611544044,0.0330773516849149,28.0839130463944,0.7343981817823174,15.911306249984136,15.63834999979008
