filename,baseline_mse,baseline_mae,baseline_psnr,baseline_ssim,baseline_lpips,baseline_inference_ms,noise_aware_mse,noise_aware_mae,noise_aware_psnr,noise_aware_ssim,noise_aware_lpips,noise_aware_inference_ms
001002.npy,0.00185964978300035,0.03240643069148064,27.30568823261487,0.5145249269634499,0.6673521995544434,28.666400001384318,0.001857619732618332,0.03275357931852341,27.310431786914716,0.5087113068677261,0.7114461064338684,28.352400011499412
002986.npy,0.0020336222369223833,0.033681876957416534,26.91729719038314,0.4524450220613275,0.5172898769378662,31.18720000202302,0.0020293472334742546,0.033285222947597504,26.926435994456984,0.44057889770616865,0.5481864809989929,31.472800008486956
002187.npy,0.0007537847850471735,0.01810818910598755,31.227526645191293,0.8775184008185057,0.1779126226902008,36.59659999539144,0.0006685086409561336,0.017385832965373993,31.748929809057422,0.8952370961828232,0.18106259405612946,36.465400000452064
000700.npy,0.000648415123578161,0.017722249031066895,31.881468603866736,0.8652794324178695,0.16152043640613556,29.48830000241287,0.000530475634150207,0.01651349477469921,32.75334548946779,0.8741467740240098,0.17606092989444733,29.199800002970733
002600.npy,0.000921253114938736,0.022323936223983765,30.35621049825066,0.8089023600170537,0.21929976344108582,29.489900000044145,0.0009106995421461761,0.02237251214683056,30.406248909228903,0.8085345103899613,0.24745261669158936,29.214499998488463
002495.npy,0.0064844717271625996,0.060006141662597656,21.881253981722363,0.6077672589575304,0.28985556960105896,74.06569999875501,0.0063495393842458725,0.05966992676258087,21.9725775368269,0.6104295614992212,0.3301181197166443,72.57969999045599
000292.npy,0.0006813138024881482,0.012476466596126556,31.66652792325049,0.9272999794046879,0.08481306582689285,72.08559999708086,0.0005188265349715948,0.011510735377669334,32.84977844860888,0.9359131123862267,0.0949215441942215,71.84040000720415
002654.npy,0.004737359471619129,0.04864305257797241,23.24463642937273,0.6720195212362856,0.31898033618927,71.71000000380445,0.004437871742993593,0.04735547676682472,23.528252620087343,0.6827488036138858,0.34418168663978577,71.29999999597203
002799.npy,0.0012781745754182339,0.02846495807170868,28.934098179000046,0.5136513539676666,0.5960599184036255,14.835699999821372,0.0012644071830436587,0.028340600430965424,28.98113038729803,0.5110492385163308,0.6012188196182251,14.460699996561743
002874.npy,0.0007449158001691103,0.017026739194989204,31.278928403029784,0.834566814121008,0.33497166633605957,14.83600000210572,0.0005262170452624559,0.015605777502059937,32.788350641008115,0.8538152551255226,0.36542829871177673,14.472599999862723
001093.npy,0.00026931636966764927,0.011166222393512726,35.697372485894874,0.9253390421037226,0.11873792111873627,14.82580001174938,0.0002431472239550203,0.010670628398656845,36.14130698540997,0.9321260559555292,0.11961084604263306,14.563300006557256
002745.npy,0.0009004098828881979,0.022561917081475258,30.45559738792862,0.7868668158249259,0.37069764733314514,78.36509999469854,0.0008552689105272293,0.022049710154533386,30.678973084358287,0.7923562005990148,0.3936842381954193,71.52720000885893
000858.npy,0.0010571193415671587,0.025478731840848923,29.758760181899394,0.7081699493336007,0.4142870306968689,71.38670000131242,0.0009273800533264875,0.023944973945617676,30.327422276232756,0.7310190143827349,0.37773892283439636,71.0527000046568
001455.npy,0.0004877782193943858,0.01632566750049591,33.11777600709748,0.8634295261230376,0.1647389978170395,16.920599999139085,0.0004595484060700983,0.015666771680116653,33.37668728041508,0.8780631895934343,0.18174761533737183,16.458099998999387
001516.npy,0.004570357035845518,0.04653657600283623,23.400498783895696,0.7834673685025237,0.22025930881500244,16.95829999516718,0.004376912489533424,0.04541223868727684,23.588321552241986,0.7950569642745927,0.25061360001564026,16.520300006959587
000666.npy,0.00032029050635173917,0.005394222214818001,34.944559125344284,0.9691602110421658,0.05209961533546448,16.976400002022274,0.0003586712118703872,0.004337240010499954,34.45303508773146,0.9801310797390417,0.06254002451896667,17.020799990859814
001494.npy,0.00044757919386029243,0.012422855012118816,33.49130130434679,0.8741088216790557,0.20330041646957397,74.2134000029182,0.0004171638283878565,0.011836577206850052,33.7969336011411,0.8786662262080908,0.22736488282680511,73.5592999990331
002603.npy,0.0015639637131243944,0.026493825018405914,28.057733322328453,0.6923196467187833,0.35158586502075195,71.41210000554565,0.0014939041575416923,0.026027701795101166,28.25677287923577,0.6945996170538498,0.36995410919189453,67.01109999266919
