filename,mse,psnr,ssim,lpips,inference_ms
000265.npy,0.0005404113,32.67275616379872,0.8646562279153913,0.19573570787906647,19.780399976298213
000266.npy,0.00056058896,32.51355463249577,0.8611026256611347,0.18282347917556763,19.697200012160465
000267.npy,0.00071559293,31.45333958262752,0.851140635273233,0.17252087593078613,19.679699995322153
000268.npy,0.00052027253,32.837690956516504,0.8590801095940671,0.21258151531219482,19.66700001503341
000269.npy,0.002164108,26.647210773176333,0.806619015900895,0.3005326986312866,19.91410000482574
000270.npy,0.001977798,27.03818063040719,0.8212747606648206,0.2800968289375305,19.792399980360642
000271.npy,0.0020167474,26.953484751678296,0.8185676449875832,0.2850519120693207,19.830200006254017
000272.npy,0.008868674,20.521413310839268,0.7316804612997249,0.2867699861526489,19.822000002022833
000273.npy,0.003121981,25.055697497784955,0.3037226774412729,0.864436149597168,19.831599987810478
000274.npy,0.0034748707,24.590613648732855,0.3004018410723587,0.8404365181922913,19.960600009653717
000275.npy,0.003098887,25.087942578071008,0.2926071357614398,0.885703980922699,19.72169999498874
000276.npy,0.00023798057,36.23458515774506,0.9522794348247051,0.07784279435873032,19.70949998940341
000277.npy,0.0002877653,35.40961595803521,0.9449163151779175,0.06486797332763672,19.778599991695955
000278.npy,0.000492743,33.073795556249756,0.9148571688935757,0.09633449465036392,19.954799994593486
000279.npy,0.00045195568,33.44904149653523,0.9139932695846297,0.1575966775417328,19.982099998742342
000280.npy,0.006410368,21.931170256972955,0.7467673405863768,0.308991014957428,19.990100001450628
000281.npy,0.0025843475,25.87649131495265,0.842234044824427,0.21185430884361267,19.9692000169307
000282.npy,0.0022708604,26.43809579657825,0.8367934226286468,0.20479720830917358,20.06710000569001
000283.npy,0.0025462494,25.94099088923221,0.8519306492342819,0.23174923658370972,19.854199985275045
000284.npy,0.004954974,23.049586414233197,0.6929637900223394,0.34920430183410645,19.852799974614754
000285.npy,0.00083004264,30.808995721947163,0.786417583286494,0.3570021092891693,19.83559998916462
000286.npy,0.000981549,30.08087980718114,0.7779556696895361,0.3446343243122101,19.850000011501834
000287.npy,0.00065641396,31.82822174867998,0.7655892171618491,0.4102212190628052,20.164899993687868
000288.npy,0.001732161,27.614117286718653,0.8219029287999198,0.17848609387874603,19.94960001320578
000289.npy,0.0032077816,24.93795207534469,0.651915970525913,0.3548371195793152,19.941499980632216
000290.npy,0.0050224476,22.990845566186113,0.6680932297460747,0.3745027184486389,19.9840999848675
000291.npy,0.004491833,23.475764239195776,0.6758361128007346,0.35125914216041565,19.990800006780773
000292.npy,0.00051882653,32.84977844860888,0.9359131123862267,0.0949215441942215,19.97950000804849
000293.npy,0.0024943682,26.03039450808594,0.33023601930851487,0.8015515208244324,19.957799988333136
000294.npy,0.0025746496,25.892818266737002,0.3402363111746074,0.7667039036750793,19.829199998639524
000295.npy,0.0028692768,25.42227557484059,0.32752838725854455,0.746929407119751,19.873499986715615
000296.npy,0.0033958731,24.6904853768423,0.7258190754058319,0.3318309783935547,19.888500013621524
000297.npy,0.0030015325,25.226569378800676,0.7295427335378155,0.1589454561471939,19.88300000084564
000298.npy,0.002957023,25.291452792046538,0.7270130573741347,0.16745725274085999,19.840699998894706
000299.npy,0.002595152,25.85837201815845,0.768180826676786,0.1903666853904724,19.841200002701953
000300.npy,0.0022521028,26.47411817730182,0.41586952092763035,0.5975135564804077,19.864900008542463
000301.npy,0.0009682593,30.14008292676584,0.8428654540434479,0.1361071765422821,19.86850000685081
000302.npy,0.00072584,31.39159104029593,0.8461290481446981,0.10995325446128845,19.807000004220754
000303.npy,0.0007960294,30.99070876260756,0.8327409274193645,0.09891717880964279,19.902800006093457
000304.npy,0.0013766853,28.6116529236857,0.8148990839983821,0.23373721539974213,19.877799990354106
