filename,sigma,mse,mae,psnr_db,ssim,inference_ms
000655.npy,0.01,0.0017488012090325356,0.02596246264874935,27.572595313643944,0.7922159906277657,23.855899999944086
002570.npy,0.01,0.0024622634518891573,0.03982238098978996,26.08665465724925,0.4863620930929184,23.893999999927473
000626.npy,0.01,0.06892047822475433,0.22331054508686066,11.616517173720819,0.25018070175167617,23.93709999978455
000449.npy,0.01,0.0007191573386080563,0.01978655532002449,31.43176086605206,0.8856297015681267,23.580599999149854
000192.npy,0.01,0.0028603889513760805,0.04558376222848892,25.43574904671268,0.9361716526959762,23.555900000246766
000372.npy,0.01,0.0016622161492705345,0.03284928947687149,27.793124860830083,0.6587467833185195,23.455599999579135
002021.npy,0.01,0.0029441802762448788,0.04456715285778046,25.310356299494092,0.6825275918116569,22.90629999970406
002087.npy,0.01,0.0027688252739608288,0.04018159955739975,25.577044351433457,0.5588052286611795,23.05660000001808
000566.npy,0.01,0.006275949068367481,0.06172419339418411,22.023205794160617,0.4436713995380104,23.09369999966293
000898.npy,0.01,0.00230412557721138,0.04412038251757622,26.374938327185966,0.936795134585619,22.905699999682838
001482.npy,0.01,0.0031319609843194485,0.04909258335828781,25.041836490082233,0.819209951057911,22.750299999643175
001635.npy,0.01,0.0029757178854197264,0.05268227308988571,25.26408232407922,0.9352266002612114,22.7058999998917
002390.npy,0.01,0.005184751935303211,0.06082434579730034,22.85272001607336,0.558964186264202,22.835700000541692
001754.npy,0.01,0.004130685701966286,0.041212428361177444,23.839778766705408,0.8457631119671762,22.708800000145857
002394.npy,0.01,0.007565376348793507,0.06624080240726471,21.211694407818236,0.737097719587339,22.48989999952755
003059.npy,0.01,0.001379768829792738,0.03099949285387993,28.601936939338465,0.909228922491923,22.60870000009163
001076.npy,0.01,0.004645592533051968,0.05371236801147461,23.32958907125917,0.616431591958493,22.193000000697793
002207.npy,0.01,0.00805478636175394,0.06976092606782913,20.93945996885111,0.8785242369388044,22.55220000006375
002299.npy,0.01,0.0014956188388168812,0.027706310153007507,28.251790964925934,0.789036858861506,22.344599999996717
003051.npy,0.01,0.003258155658841133,0.05632228031754494,24.87028174525277,0.9512856106410027,22.390099999938684
001010.npy,0.01,0.002710465807467699,0.04448593780398369,25.66956117873442,0.9100490661797523,21.68600000004517
003192.npy,0.01,0.0007178420783020556,0.017297184094786644,31.439711000324372,0.949805368813932,21.750699999756762
001084.npy,0.01,0.0004915110766887665,0.015090848319232464,33.08466708087957,0.9257840751228332,21.777599999950326
000585.npy,0.01,0.0028316439129412174,0.04215947538614273,25.479613555901498,0.3610429106025696,21.770500000457105
001879.npy,0.01,0.0008920000400394201,0.022133344784379005,30.49635117534632,0.8913378426761627,21.561800000199582
002633.npy,0.01,0.0047662025317549706,0.053025927394628525,23.21827505108107,0.28679390369445085,21.617800000058196
001620.npy,0.01,0.0009010611101984978,0.02001166343688965,30.452457492773345,0.9064303835653067,21.652000000358385
002044.npy,0.01,0.004293015226721764,0.05346313863992691,23.672375682512325,0.826589083452925,21.440900000015972
002684.npy,0.01,0.002971939044073224,0.03714974969625473,25.269600944296563,0.7349664512968064,21.430000000691507
000870.npy,0.01,0.004225688986480236,0.051895152777433395,23.74102474771216,0.2660830217293501,21.378700000241224
001288.npy,0.01,0.0006234704051166773,0.015599881298840046,32.05184156540943,0.929840189599514,21.222600000328384
002940.npy,0.01,0.007229998242110014,0.061475299298763275,21.408617894949966,0.7202763968320415,20.902700000078767
002323.npy,0.01,0.003114365041255951,0.03902926295995712,25.066304802943602,0.8325657860839069,20.897700000205077
000864.npy,0.01,0.009590293280780315,0.07138071209192276,20.181681128445508,0.7221907298690249,20.890800000415766
000271.npy,0.01,0.0017794427694752812,0.021220341324806213,27.49715972818834,0.8319270988175869,20.942299999660463
001096.npy,0.01,0.00249120919033885,0.03407051041722298,26.035897888715077,0.77748073626386,20.898200000374345
001643.npy,0.01,0.0004509807622525841,0.015351009555161,33.45841978955416,0.8315563703050614,20.977300000595278
001292.npy,0.01,0.001966988667845726,0.032387908548116684,27.061981061516846,0.8013172043001652,20.969800000784744
000131.npy,0.01,0.0036423560231924057,0.046354345977306366,24.386176175232144,0.8169431580744981,21.030699999755598
000938.npy,0.01,0.001491656876169145,0.03217452019453049,28.2633107972257,0.8067622785859108,20.901799999592185
000229.npy,0.01,0.007808530703186989,0.06764021515846252,21.074306548230787,0.753349281205304,20.951200000126846
001328.npy,0.01,0.0012191897258162498,0.02852535806596279,29.13928716797693,0.9093407097783983,20.97479999974894
002804.npy,0.01,0.0021628118120133877,0.033853426575660706,26.64981293535973,0.7273833932110034,21.09149999978399
000899.npy,0.01,0.0022462992928922176,0.04376799613237381,26.485323955020952,0.9395086681187153,20.94570000008389
002281.npy,0.01,0.00306876702234149,0.04002431780099869,25.13036079288638,0.8388484085806608,20.896799999718496
002818.npy,0.01,0.002353914547711611,0.03689931333065033,26.28209289110245,0.6041987577011585,21.226500000011583
002621.npy,0.01,0.0011960412375628948,0.02608872763812542,29.22253855519688,0.8098468392056227,21.62250000037602
001105.npy,0.01,0.0015600722981616855,0.023651685565710068,28.068552849596145,0.7649074090059995,21.391700000094716
001554.npy,0.01,0.003243367886170745,0.04357770457863808,24.89003781500363,0.7272475722481012,21.427899999252986
001893.npy,0.01,0.003176454920321703,0.04201268404722214,24.980573126913647,0.8469253200066685,21.70990000013262
000669.npy,0.01,0.002881943481042981,0.04251758009195328,25.403145347461017,0.676156602832675,21.694600000046194
001002.npy,0.01,0.0030516195110976696,0.04638584330677986,25.154695972656953,0.49864234379470346,21.698499999729393
002986.npy,0.01,0.003279841970652342,0.04468723386526108,24.84147084526386,0.4282802786666872,22.245199999815668
002187.npy,0.01,0.0019808155484497547,0.03460312262177467,27.031559574177486,0.9186771807301044,22.377100000085193
000700.npy,0.01,0.0010740157449617982,0.0244879350066185,29.689893407588745,0.8818083753275872,22.37570000033884
002600.npy,0.01,0.0016785265179350972,0.03283686190843582,27.7507175259054,0.8187928816256523,22.571000000425556
002495.npy,0.01,0.006224428303539753,0.06253516674041748,22.059005569527766,0.5999932113986909,22.495499999422464
000292.npy,0.01,0.00045995981781743467,0.011990124359726906,33.372801334581446,0.9436739456195832,22.59830000002694
002654.npy,0.01,0.004421368706971407,0.05023946240544319,23.54443265357351,0.6854255197027027,22.506799999973737
002799.npy,0.01,0.0024063820019364357,0.040099624544382095,26.186354460534147,0.5097488962988853,22.668799999337352
002874.npy,0.01,0.0033558455761522055,0.05413876473903656,24.74198057163184,0.8641933141462803,22.654200000033597
001093.npy,0.01,0.00022659981914330274,0.010807279497385025,36.44740440231978,0.9562243867616653,22.779100000661856
002745.npy,0.01,0.000995590235106647,0.024058734998106956,30.019193783439363,0.809570515654564,22.743399999853864
000858.npy,0.01,0.001870573265478015,0.03664836287498474,27.280252676423405,0.7676254065389633,22.92959999977029
001455.npy,0.01,0.0011927076848223805,0.027725860476493835,29.234660020034923,0.9098860935578347,22.897200000443263
001516.npy,0.01,0.004041445441544056,0.04429285600781441,23.934632837295126,0.816682647486031,22.93999999983498
000666.npy,0.01,0.0003264179395046085,0.007009375840425491,34.862260125666054,0.9554157809634208,22.84609999969689
001494.npy,0.01,0.0015150078106671572,0.028122082352638245,28.19585114485009,0.8817139839098453,22.700200000144832
002603.npy,0.01,0.0015456581022590399,0.026057716459035873,28.10886573408247,0.6783911132137775,22.690400000101363
001857.npy,0.01,0.0009264278342016041,0.026369336992502213,30.33188393252629,0.959362353520155,22.70649999991292
