sigma,mse,mae,psnr,ssim,mean_time,median_time
0.01,0.003131283611492108,0.0394038469530642,26.450332045548908,0.7556311329391469,20.133357499994986,20.553450000079465
0.03,0.002940752406630054,0.037884425205993465,26.76250062395959,0.7410810892076883,19.108829999996146,17.797249999603082
0.05,0.002973881888647156,0.03841682310448959,26.585282859221515,0.7087194617499192,19.47688750003067,18.912799999725394
